Time x_leg1 x_leg2 x_leg3 x_leg4 x_leg5 lock1..5 musc1..4
0.000000,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000001,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000001,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000002,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000002,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000005,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000007,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000010,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000012,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000025,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000037,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000050,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000062,  0.000000,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000125,  0.000001,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000188,  0.000002,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000251,  0.000003,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000313,  0.000005,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000627,  0.000020,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.000941,  0.000044,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.001255,  0.000079,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.001569,  0.000123,500.000000,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.003139,  0.000492,500.000001,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.004709,  0.001105,500.000003,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.006279,  0.001963,500.000008,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.007849,  0.003064,500.000016,1000.000000,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.014786,  0.010825,500.000106,1000.000001,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.021723,  0.023259,500.000332,1000.000004,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.028660,  0.040303,500.000755,1000.000011,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.035597,  0.061898,500.001433,1000.000025,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.044082,  0.094412,500.002690,1000.000058,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.052568,  0.133539,500.004511,1000.000116,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.061053,  0.179173,500.006989,1000.000208,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.069539,  0.231215,500.010213,1000.000345,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.082436,  0.322365,500.016734,1000.000665,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.095334,  0.427759,500.025457,1000.001163,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.108231,  0.547077,500.036644,1000.001891,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.121128,  0.680014,500.050541,1000.002903,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.139339,  0.890334,500.075217,1000.004926,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.157549,  1.126428,500.106332,1000.007809,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.175760,  1.387551,500.144411,1000.011736,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.193971,  1.672988,500.189937,1000.016895,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.218735,  2.098953,500.264573,1000.026229,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.243499,  2.567050,500.354715,1000.038697,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.268263,  3.075794,500.461176,1000.054798,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.293027,  3.623776,500.584679,1000.075013,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.326096,  4.414412,500.777243,1000.109232,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.359164,  5.269789,501.002437,1000.152745,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.392232,  6.187234,501.261181,1000.206612,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.425301,  7.164229,501.554257,1000.271791,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.469432,  8.556800,501.999918,1000.377929,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
0.513564,  10.046260,502.508575,1000.507802,1500.000000,2000.000000, 0,0,0,1,1, 100,100,100,0
